!03511426-n	heelless	0.0	[0]
00771806-v	give	34.0	[34.0]
00772640-v	indicate	0.0	[0]
00776268-v	assure	37.9	[64.0, 0, 61.0, 30.5, 34.0]
00778275-v	interrupt	-33.0	[-33.0]
00780011-a	clear	34.0	[34.0, 34.0, 34.0]
00780191-v	break in	0.0	[0]
00780352-a	sharp	0.0	[0, 0, 0]
00780352-a	crisp	17.0	[34.0, 0]
00780444-v	burst upon	0.0	[0]
00781000-v	proceed	20.4	[34.0, 6.800000000000001]
00781000-v	go on	0.0	[0]
00781000-v	continue	0.0	[0, 0, 0.0, 0]
00781644-a	hazy	-53.0	[-53.0]
00781685-n	robbery	-64.0	[-64.0]
00781912-n	hold up	0.0	[0]
00782057-v	beg	-5.5	[-5.5]
00782216-a	vague	-18.333333333333332	[-34.0, -21.0, 0]
00782216-a	shadowy	-34.0	[-34.0]
00782527-v	lure	-58.5	[-58.5]
00784342-v	ask	1.619047619047619	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34.0, 0]
00784727-v	ask	0.0	[0, 0, 0, 0]
00785045-n	burglary	-64.0	[-64.0]
00785962-v	investigate	0.0	[0, 0]
00786195-n	attempt	-31.666666666666668	[0, 0, -95.0]
00786195-n	effort	6.8	[34.0, 0, 0, 0, 0]
00787049-v	cross-question	0.0	[0]
00788184-v	interrogate	-25.0	[-25.0]
00788268-a	rough-shod	-54.0	[-54.0]
00789138-v	investigate	0.0	[0]
00791078-n	test	0.0	[0]
00791506-v	recall	33.0	[33.0]
00792011-v	call in	-3.0	[-3.0]
00792471-v	send for	-25.0	[0, -50.0]
00792471-v	call	0.0	[0]
00794640-v	turn	0.0	[0]
00795720-n	task	0.0	[0, 0, 0, 0]
00795720-n	undertaking	0.0	[0]
00796315-n	adventure	9.0	[21.5, 17.0, 21.5, 21.5, 17.0, 31.5, -67.0]
00796976-v	reject	-19.0	[-19.0]
00797430-v	refuse	-30.4	[-34.0, -34.0, 0, -17.0, -67.0]
00798245-n	campaign	0.0	[0, 0]
00802238-n	risk	-36.0	[-36.0]
00802318-v	allow	34.0	[34.0, 34.0, 34.0]
00802318-v	let	0.0	[0, 0.0]
00802318-v	permit	25.5	[25.5, 25.5]
00802629-n	chance	37.0	[37.0]
00803617-n	control	34.0	[34.0]
00804695-a	lively	45.0	[62.0, 28.0]
00805376-v	agree	31.0	[31.0]
00805810-a	bubbling	47.5	[47.5]
00806512-a	dull	-17.0	[-17.0]
00807461-v	object	-52.0	[-52.0]
00809465-n	possession	-0.25	[0, 0, -1.0, 0]
00810729-v	escape	0.0	[0.0, 0.0]
00810729-v	get out	0.0	[0]
00810729-v	get away	13.333333333333334	[0, 40.0, 0]
00810916-a	eager	22.0	[22.0]
00811248-a	anxious	-42.5	[-34.0, -51.0]
00811375-v	avoid	-34.0	[-34.0, -34.0, -34.0]
00812298-v	face	0.0	[0, 0]
00812526-n	grip	0.0	[0, 0]
00812526-n	clutch	0.0	[0]
00812952-a	early	0.0	[0, 0]
00813978-v	discuss	0.0	[0]
00815000-a	untimely	-34.0	[-34.0]
00815000-a	premature	-34.0	[-34.0]
00815686-v	reply	0.0	[0]
00815686-v	answer	3.825	[34.0, 0, 0.0, 0, 0.0, 0.0, 0, 4.25, 0, 0]
00816481-a	late	0.0	[0, 0, 0]
00816556-v	deny	-39.5	[-32.0, 0.0, -68.0, -58.0]
00817311-v	acknowledge	8.666666666666666	[0, 0, 26.0]
00817680-n	protection	46.0	[46.0]
00817909-v	make a clean breast of	-4.0	[-4.0]
00818175-a	rude	-19.0	[-38.0, 0]
00818553-v	confess	-27.384615384615383	[-34.0, -34.0, -34.0, -34.0, -34.0, -64.0, 0, 0, -25.0, -4.0, -28.0, -57.0, -8.0]
00818974-v	insist	28.25	[27.0, 27.0, 32.0, 27.0]
00822115-a	easy	36.48333333333333	[34.0, 34.0, 41.449999999999996]
00822367-v	declare	0.0	[0]
00822449-a	uneasy	-33.75	[-34.0, -33.5]
00822970-n	precaution	22.666666666666668	[34.0, 34.0, 0]
00823350-a	east	0.0	[0]
00824321-a	west	0.0	[0]
00824631-a	western	0.0	[0, 0]
00825089-a	western	0.0	[0]
00825604-a	eastern	0.0	[0]
00825975-v	reproach	-64.0	[-64.0]
00826509-v	knock	-34.0	[-34.0]
00829107-v	teach	34.0	[34.0]
00829378-n	care	64.0	[64.0]
00830051-a	learned	0.0	[0]
00830761-v	lecture	0.0	[0]
00831651-v	inform	0.0	[0, 0]
00832907-v	warn	-64.0	[-64.0]
00833702-v	coach	0.0	[0]
00834198-a	effective	63.333333333333336	[0, 90.0, 100.0]
00834259-v	lie	-55.5	[-55.5]
00835032-n	breath	34.0	[34.0, 34.0]
00836236-v	represent	0.0	[0]
00836236-v	stand for	0.0	[0, 0]
00836544-a	heavy	-34.0	[-34.0]
00836788-n	intake	0.0	[0]
00837098-n	gasp	-33.0	[-34.0, -32.0]
00838043-v	affect	-34.0	[-34.0]
00838043-v	pretend	-46.0	[-46.0]
00841986-v	tell on	0.0	[0]
00841986-v	give away	0.0	[0]
00841986-v	betray	-57.5	[-57.5]
00842199-a	strong	0.0	[0]
00842538-v	blame	-62.5	[-62.5]
00844161-v	tax	-63.0	[-63.0]
00845299-v	abuse	-77.0	[-77.0]
00850183-a	fine	37.875	[34.0, 56.99999999999999, 60.5, 0]
00850552-a	exquisite	0.0	[0]
00851744-a	eligible	44.0	[44.0]
00851933-v	laugh at	64.0	[64.0]
00854420-v	deceive	-54.625	[-34.0, -30.5, -67.0, -87.0]
00855670-a	little	0.0	[0, 0]
00856824-v	praise	48.5	[48.5]
00857560-a	stolid	-12.0	[0, -24.0]
00857560-a	impassive	0.0	[0]
00857923-v	rejoice	95.0	[95.0]
00859604-v	humour	8.0	[8.0]
00861725-v	hail	80.5	[80.5]
00867357-n	start	-34.0	[-34.0, -34.0]
00868097-v	defy	0.0	[0.0]
00868669-n	sob	-32.5	[0, -65.0]
00868669-n	sobbing	-62.0	[-62.0]
00869126-v	gainsay	0.0	[0]
00870213-v	warn	-38.5	[-80.5, 0, 0, -69.0, -43.0]
00870453-n	combination	0.0	[0]
00871405-v	threaten	-64.0	[-64.0, -64.0]
00871942-v	bode	0.0	[0]
00872414-v	alarm	-63.0	[-63.0]
00872886-v	advise	34.0	[34.0]
00873603-a	energetic	38.333333333333336	[38.333333333333336]
00874226-a	brisk	0.0	[0.0]
00875141-v	recommend	33.0	[33.0]
00875394-v	suggest	8.857142857142858	[34.0, 0, 0, 0, 0, 28.0, 0]
00875394-v	advise	0.0	[0.0]
00877127-n	look	-2.0	[-2.0]
00877127-n	looking at	0.0	[0]
00877625-n	glance	0.0	[0, 0, 0.0]
00877625-n	glimpse	0.0	[0, 0]
00878456-n	stare	0.0	[0, 0]
00878636-v	submit	0.0	[0, 0]
00878797-n	glare	-36.25	[-34.0, -38.5]
00879271-n	inspection	17.0	[34.0, 0]
00880662-n	vigil	-21.333333333333332	[-64.0, 0, 0]
00881545-n	lookout	0.0	[0]
00881661-v	congratulate	81.0	[81.0]
00881661-v	compliment	34.0	[34.0]
00881998-v	congratulate	36.5	[36.5]
00883112-v	commend	0.0	[0]
00884011-v	assure	64.0	[64.0]
00884011-v	promise	39.0	[39.0]
00884540-v	pledge	34.0	[34.0]
00885217-v	oblige	25.0	[16.0, 34.0]
00885217-v	bind	0.0	[0]
00885925-v	oblige	34.0	[34.0]
00886602-v	engage	34.0	[34.0, 34.0]
00887463-v	devote	46.233333333333334	[34.0, 64.0, 47.666666666666664, 37.5, 48.0]
00888009-v	give	0.0	[0, 0, 0]
00889472-n	lesson	0.0	[0]
00889947-v	swear	0.0	[0, 0]
00890100-v	guarantee	0.0	[0]
00890590-v	insure	34.0	[34.0, 34.0]
00890590-v	assure	32.0	[25.0, 37.0, 34.0]
00892315-v	thank	23.0	[0, 46.0]
00892467-v	acknowledge	0.0	[0]
00893435-v	explain	33.1125	[34.075, 32.15]
00893878-v	excuse	0.0	[0]
00893955-n	training	34.0	[34.0]
00894272-a	poised	0.0	[0]
00895304-v	defend	0.0	[0]
00895442-a	equivocal	-26.0	[-26.0]
00896803-v	justify	30.333333333333332	[34.0, 23.0, 34.0]
00897564-v	address	0.0	[0]
00898019-v	shake hands	0.0	[0, 0]
00898210-v	nod	0.0	[0.0]
00898434-v	nod	0.0	[0.0]
00898691-v	bow	0.0	[0]
00900071-a	mysterious	-34.0	[-34.0]
00900583-v	welcome	0.0	[0]
00901103-v	introduce	0.0	[0]
00901547-a	must	0.0	[0, 0]
00902424-v	free	34.0	[34.0]
00902932-v	bid	0.0	[0]
00902932-v	wish	32.333333333333336	[32.333333333333336]
00903098-v	wish	35.5	[34.0, 37.0]
00903385-v	forgive	28.666666666666668	[34.0, 15.0, 37.0]
00904290-a	admirable	80.66666666666666	[80.0, 81.33333333333333]
00904745-a	low	-22.0	[-23.0, -21.0]
00905852-v	excuse	0.0	[0]
00906367-v	convict	0.0	[0]
00906735-v	condemn	-64.0	[-64.0]
00910101-a	flat	0.0	[0, 0, 0]
00910135-v	protest	-18.0	[-18.0]
00912048-v	cry	-17.5	[34.0, -34.0, -34.0, -64.0, 34.0, -34.0, -34.0, -64.0, -34.0, -32.0, -30.0, -55.0, 29.0, 45.0, 0, -52.0, -36.0, 0, -64.0, 0, 0, 40.0]
00912048-v	cry out	0.0	[0]
00912094-a	irregular	-17.0	[-34.0, 0]
00912288-a	jagged	-34.0	[-34.0]
00912833-v	scream	-64.0	[-64.0]
00912833-v	yell	-64.0	[-64.0]
00913065-v	scream	-29.625	[-32.0, -57.0, 0, -29.5]
00913065-v	cry	-34.0	[-34.0]
00913065-v	yell	-19.0	[-19.0]
00914420-v	shriek	-64.0	[-64.0]
00914421-a	exact	34.0	[34.0]
00914769-v	come in	0.0	[0]
00915140-n	brewing	0.0	[0]
00915830-v	whisper	0.0	[0.0, 0.0, 0.0, 0, 0, 0]
00916274-v	snarl	-64.0	[-64.0]
00916383-a	odd	0.0	[0]
00916909-v	venture	34.0	[34.0, 34.0]
00916909-v	guess	0.0	[0]
00917300-v	say	0.0	[0, 0, 0]
00917300-v	suppose	-6.0	[-6.0]
00917772-v	predict	0.0	[0]
00918872-v	find	14.833333333333334	[0, 34.0, 10.5]
00918872-v	find out	17.0	[17.0, 17.0, 17.0]
00920336-v	see	0.0	[0, 0, 0, 0]
00920336-v	determine	34.0	[34.0]
00920336-v	learn	11.333333333333334	[34.0, 0, 0]
00920336-v	find out	20.5	[0, 41.0]
00921300-v	point	0.0	[0, 0]
00921300-v	indicate	0.0	[0]
00922439-a	tingling	-23.0	[-23.0]
00923307-v	show	0.0	[0]
00923622-v	strike	0.0	[0, 0]
00923793-v	show	11.333333333333334	[0, 0, 0, 0, 34.0, 34.0]
00923793-v	point	0.0	[0, 0, 0, 0, 0]
00924612-v	point out	0.0	[0.0]
00924873-v	suspect	-34.0	[-34.0]
00924952-a	incriminating	-100.0	[-100.0]
00925110-v	wonder	0.0	[0]
00927430-v	hint	34.0	[34.0]
00927430-v	suggest	0.0	[0]
00930009-v	burst out	0.0	[0]
00930290-a	unexpected	-16.0	[-32.0, 0]
00930806-v	suggest	9.433333333333332	[0, 34.0, 0, 11.3, 11.3, 0]
00931852-v	mean	0.0	[0, 0]
00931852-v	stand for	0.0	[0, 0]
00932798-v	twist	0.0	[0]
00933821-v	lay	0.0	[0]
00933821-v	break	-34.0	[-34.0]
00933821-v	give away	0.0	[0]
00933821-v	discover	-27.75	[-27.75]
00933821-v	expose	0.0	[0]
00933821-v	reveal	64.0	[64.0]
00933941-a	costly	0.0	[0]
00935141-v	come out	0.0	[0]
00935827-v	spring	0.0	[0]
00936465-v	confide	0.0	[0.0]
00939105-a	inexplicable	-34.0	[-34.0]
00939277-v	explain	26.2375	[34.0, 34.0, 34.0, 34.0, 34.0, 28.075, 0.0, 0.0, 32.15, 32.15]
00939444-a	mysterious	-15.5	[-31.0, 0]
00939444-a	inscrutable	1.0	[1.0]
00939444-a	deep	-25.0	[-25.0]
00939621-v	account for	0.0	[0]
00939857-v	clear up	29.416666666666664	[34.0, 33.666666666666664, 0, 50.0]
00940314-a	unexplained	-17.0	[-34.0, 0]
00940384-v	express	0.0	[0]
00941346-v	breathe	0.0	[0]
00941485-a	implicit	0.0	[0]
00941565-v	pour out	0.0	[0]
00941990-v	speak	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00941990-v	talk	0.0	[0]
00942380-a	unspoken	0.0	[0]
00943563-v	talk about	9.333333333333334	[0, 0, 28.0]
00943837-v	speak	0.0	[0]
00943837-v	show	0.0	[0, 0, 0]
00944247-v	give	0.0	[0]
00944924-v	deduce	34.0	[34.0]
00945125-v	gather	0.0	[0.0, 0.0]
00945401-n	hunt	-21.333333333333332	[-64.0, 0, 0]
00945401-n	search	0.0	[0]
00945499-v	say	0.0	[0]
00946650-n	quest	15.5	[0, 0, 62.0, 0]
00947077-v	determine	64.0	[64.0]
00947128-n	use	6.8	[34.0, 0, 0, 0, 0]
00947128-n	make	0.0	[0]
00947596-n	play	0.0	[0]
00949974-v	send back	0.0	[0]
00950272-a	inner	0.0	[0, 0]
00950431-v	consider	0.0	[0, 0]
00952524-v	tell	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00952653-a	out	0.0	[0, 0]
00952761-a	outside	0.0	[0]
00953216-v	tell	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00953559-n	battle	-44.0	[-44.0]
00954422-v	tell	0.0	[0]
00955148-v	mean	0.0	[0, 0, 0, 0, 0]
00956131-a	fair	34.0	[34.0]
00957176-a	unfair	-49.0	[-49.0]
00958334-v	repeat	0.0	[0, 0, 0, 0]
00958475-a	honest	64.0	[64.0, 64.0]
00958880-a	faithful	60.333333333333336	[60.333333333333336]
00959367-v	dwell	-33.0	[-33.0]
00959524-v	come back	0.0	[0, 0, 0, 0]
00959714-v	recur	0.0	[0]
00962447-v	speak	0.0	[0, 0, 0]
00962447-v	talk	0.0	[0]
00965035-v	describe	0.0	[0, 0, 0]
00965404-n	violence	-72.0	[-95.0, -95.0, -26.0]
00965404-n	force	0.0	[0.0]
00966167-a	well-known	29.333333333333332	[29.333333333333332]
00966357-a	old	0.0	[0]
00966753-a	unknown	0.0	[0]
00966809-v	report	0.0	[0]
00967129-a	strange	-38.02272727272727	[-34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -64.0, -34.0, -34.0, -34.0, -64.0, -34.0, -49.0, 0, -41.0, -33.5, -64.0, -64.0, -34.0, -49.0, 0]
00967129-a	unusual	-34.0	[-34.0, -34.0, -34.0, -34.0]
00967646-a	fantastic	-34.0	[-34.0]
00967646-a	grotesque	-57.0	[-64.0, -64.0, -100.0, 0]
00968010-a	peculiar	-22.666666666666668	[-34.0, -34.0, 0]
00968010-a	curious	-17.0	[-34.0, -34.0, -34.0, -34.0, 0, 0, 0, 0]
00968010-a	queer	-34.0	[-34.0, -34.0, -34.0]
00968010-a	singular	-64.0	[-64.0]
00970610-a	common	0.0	[0.0, 0.0, 0.0]
00971933-a	dapper	30.0	[30.0]
00974159-a	old-fashioned	0.0	[0, 0]
00974786-v	cry	0.0	[0]
00975011-a	prehistoric	-54.0	[-54.0]
00978199-a	swift	34.0	[34.0]
00978549-v	say	0.0	[0]
00978754-a	prompt	0.0	[0]
00979031-a	instantaneous	0.0	[0]
00979031-a	instant	20.0	[20.0]
00979366-a	quick	16.0	[0, 32.0]
00979697-a	rapid	34.0	[34.0]
00979862-a	rapid	34.0	[34.0]
00979870-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00980527-a	slow	-34.0	[-34.0]
00981703-a	sluggish	-95.0	[-95.0]
00983824-v	utter	-42.0	[-42.0]
00986417-v	break into	-25.25	[-34.0, 0, 0, -67.0]
00986938-n	fire	0.0	[0.0, 0.0, 0.0, 0.0]
00987071-v	describe	0.0	[0]
00988077-a	stout	0.0	[0]
00988232-a	thin	-18.4	[-34.0, 0, 0, 0.0, -58.0]
00988988-a	gaunt	-64.0	[-64.0]
00989201-v	address	0.0	[0]
00989647-a	lank	0.0	[0.0]
00990812-v	address	0.0	[0]
00991301-a	trim	0.0	[0]
00991584-a	wiry	-25.0	[-25.0]
00992041-v	gesticulate	-14.0	[-14.0]
00993014-v	write	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00993529-a	fatal	-95.0	[-95.0]
00996485-v	sign	0.0	[0]
01000214-v	record	0.0	[0, 0, 0]
01000214-v	put down	0.0	[0]
01001008-v	inscribe	0.0	[0]
01001180-a	clumsy	-25.0	[-25.0]
01002740-v	take	0.0	[0, 0]
01003277-a	over	0.0	[0]
01003277-a	all over	34.0	[34.0]
01003277-a	complete	34.0	[34.0]
01004245-a	up	0.0	[0, 0]
01004703-a	pend	0.0	[0]
01006421-v	sketch	0.0	[0]
01006810-v	correspond	0.0	[0]
01007222-v	telegraph	0.0	[0]
01007222-v	cable	0.0	[0]
01007354-a	infinite	0.0	[0, 0]
01008903-v	recapitulate	34.0	[34.0]
01009206-a	first	0.0	[0, 0]
01009240-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01009240-v	tell	-1.8666666666666667	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -28.0, 0, 0, 0, 0]
01009821-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01010271-a	last	0.0	[0]
01010862-a	first	3.24	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 81.0, 0, 0, 0, 0, 0]
01010862-a	1	0.0	[0]
01011031-v	swear	7.818181818181818	[34.0, 0, -3.0, 55.0, 0, 0.0, 0, 0, 0, 0, 0]
01012503-a	original	0.0	[0]
01013279-a	last	-5.666666666666667	[0, 0, -34.0, 0, 0, 0]
01014066-n	collection	0.0	[0]
01015244-v	show	12.363636363636363	[0, 0, 0, 34.0, 0, 0, 0, 0, 34.0, 34.0, 34.0]
01015244-v	course	0.0	[0]
01015244-v	prove	11.333333333333334	[34.0, 0, 0]
01016002-v	say	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
01017600-a	in condition	35.0	[35.0]
01019643-v	tell	0.0	[0]
01019643-v	assure	0.0	[0]
01020005-v	observe	0.0	[0, 0]
01020005-v	remark	0.0	[0, 0.0, 0, 0, 0]
01020005-v	mention	0.0	[0, 0]
01020934-v	note	0.0	[0]
01021120-a	worthy	0.0	[0]
01021579-n	perseverance	0.0	[0]
01021629-v	arrange	0.0	[0]
01023574-v	quote	0.0	[0]
01023706-a	rigid	-34.0	[-34.0]
01023820-n	process	0.0	[0]
01024190-v	name	0.0	[0]
01024190-v	mention	0.0	[0]
01024812-a	inexorable	-34.0	[-34.0]
01024864-v	invoke	22.0	[22.0]
01026728-v	allude	0.0	[0]
01026897-n	ceremony	40.0	[40.0]
01027174-v	add	0.0	[0.0]
01028748-v	call	0.0	[0, 0, 0]
01028748-v	name	0.0	[0]
01030022-a	curly	0.0	[0]
01031256-v	send	0.0	[0, 0, 0, 0, 0, 0]
01031966-v	write	0.0	[0, 0]
01033458-n	office	0.0	[0]
01033542-a	after	0.0	[0]
01033996-a	native	0.0	[0]
01036592-v	compromise	-32.25	[-64.5, 0]
01036996-n	marriage	34.0	[34.0, 34.0, 34.0, 34.0, 34.0]
01036996-n	wedding	34.0	[34.0, 34.0]
01038666-v	chat	0.0	[0.0, 0]
01041209-a	kind	61.0	[61.0]
01041415-v	wave	0.0	[0, 0]
01041644-v	beckon	0.0	[0]
01041762-v	summon	34.0	[34.0]
01041916-a	formal	0.0	[0]
01041968-n	prayer	0.0	[0]
01043887-v	whistle	0.0	[0]
01044114-v	murmur	-33.0	[-33.0]
01044533-v	mutter	-27.166666666666668	[-33.0, 0, -48.5]
01045419-v	groan	-41.75	[-34.0, -49.5]
01046059-v	howl	-34.0	[-34.0]
01046059-v	roar	32.0	[32.0]
01047561-a	latter	0.0	[0]
01047874-a	fortunate	64.0	[64.0, 64.0]
01048202-a	better off	31.0	[35.0, 27.0]
01048762-a	well	45.0	[34.0, 64.0, 37.0]
01048762-a	good	22.558333333333334	[34.0, 0, 33.675]
01049210-a	lucky	43.5	[61.5, 52.5, 29.0, 31.0]
01049462-a	unfortunate	-49.2	[-34.0, -47.5, -43.5, -26.0, -95.0]
01050088-a	fatal	-79.5	[-64.0, -95.0]
01050890-a	pitiable	-34.0	[-34.0]
01050890-a	poor	-36.73684210526316	[-64.0, -34.0, -34.0, -34.0, -95.0, -34.0, -33.5, -34.0, -31.0, -62.0, -25.0, -19.0, -13.0, -49.5, -40.0, 31.0, -64.0, -63.0, 0]
01050890-a	piteous	-44.0	[-44.0]
01051082-n	stealth	0.0	[0.0]
01051410-a	ill-omened	-82.0	[-82.0, -82.0]
01053144-a	malodorous	-64.0	[-64.0]
01053634-a	foul	-64.75	[-79.5, -50.0]
01053771-v	hiss	-34.0	[-34.0]
01053920-n	residence	0.0	[0]
01058574-v	remark	34.0	[34.0]
01058574-v	comment	0.0	[0]
01060317-v	give	0.0	[0]
01060494-v	give	0.0	[0]
01061017-v	convey	0.0	[0]
01061017-v	carry	0.0	[0]
01062114-a	escaped	-15.0	[-30.0, 0]
01062938-a	clear	34.0	[34.0]
01062997-n	break	0.0	[0]
01063930-v	share	34.0	[34.0]
01063939-n	wait	0.0	[0, 0, 0, 0]
01064148-n	rest	34.0	[34.0]
01065877-v	keep	0.0	[0]
01066163-n	delay	-34.0	[-34.0]
01067415-a	occasional	0.0	[0]
01067538-a	rare	0.0	[0]
01067694-a	fresh	34.0	[34.0, 34.0, 34.0]
01071411-n	mercy	17.0	[34.0, 0]
01071746-n	pleasure	64.0	[64.0]
01072402-n	laughter	67.0	[67.0]
01072949-v	play	0.0	[0, 0]
01074650-a	friendly	29.0	[29.0]
01075178-a	amiable	34.0	[34.0]
01082714-a	abortive	-64.0	[-64.0]
01083044-v	give up	-78.5	[-95.0, -62.0]
01083157-a	full	5.1	[0, 34.0, 0, 0, 8.5, 8.5, 0, 0, 0, 0]
01085937-n	generosity	66.33333333333333	[66.33333333333333]
01086103-v	race	0.0	[0]
01086545-a	empty	-21.25	[-24.5, -18.0]
01087197-v	arm	-25.5	[-25.5]
01088164-a	vacant	-34.0	[-34.0]
01091427-v	fight	-35.0	[-34.0, -36.0]
01092371-a	wrong	-22.0	[-22.0]
01095899-v	act	0.0	[0]
01097966-a	well appointed	0.0	[0]
01098154-a	unfurnished	0.0	[0]
01099436-n	investment	0.0	[0]
01099707-a	mere	0.0	[0, 0, 0, 0, 0]
01102876-a	widespread	0.0	[0]
01104026-a	particular	0.0	[0, 0, 0]
01104852-v	beat	40.0	[40.0]
01106670-v	outpace	24.0	[34.0, 14.0]
01108148-v	get the better of	34.0	[34.0]
01111418-a	handsome	55.666666666666664	[55.666666666666664]
01111570-v	win back	62.0	[62.0]
01114475-v	checkmate	-5.0	[-5.0]
01116118-a	sure enough	0.0	[0]
01118449-v	attack	-70.0	[-70.0]
01119169-v	attack	-86.0	[-86.0]
01119950-v	rush	-34.0	[-34.0]
01120069-v	attack	-49.0	[-64.0, -34.0]
01123148-a	good	41.39351851851851	[64.0, 0, 64.0, 47.175, 33.11666666666667, 0, 34.175, 55.0, 46.449999999999996, 37.11666666666667, 55.78333333333333, 43.78333333333333, 28.174999999999997, 51.175, 45.449999999999996, 50.449999999999996, 46.11666666666667, 43.11666666666667]
01123887-v	strike	-17.0	[-34.0, 0]
01124768-a	satisfactory	64.0	[64.0]
01125429-a	bad	-23.166666666666668	[0, -34.0, -35.5]
01126051-v	surprise	0.0	[0]
01126291-a	terrible	-70.0	[-70.0]
01126291-a	atrocious	-78.5	[-78.5]
01126841-a	sad	0.0	[0]
01127302-a	hard	-34.0	[-34.0]
01127795-v	defend	0.0	[0.0]
01128719-a	poor	-36.0	[-36.0]
01129337-v	guard	-34.0	[-34.0]
01129920-n	responsibility	-7.0	[15.0, -36.0, 0]
01129977-a	good	0.0	[0]
01130169-v	screen	0.0	[0.0]
01130169-v	shield	32.625	[34.0, 31.25]
01131043-a	evil	-64.0	[-64.0]
01131803-a	bad	-64.0	[-64.0]
01131935-a	dark	-59.833333333333336	[-64.0, -64.0, -64.0, -64.0, -47.0, -51.0, -64.5, -56.0, -64.0]
01131935-a	sinister	-91.16666666666667	[-95.0, -95.0, -83.5]
01131935-a	black	-78.0	[-78.0]
01132148-n	great care	0.0	[0]
01132515-a	diabolical	-91.0	[-91.0]
01133017-a	wretched	-64.0	[-64.0]
01133017-a	vile	-62.0	[-62.0]
01133281-n	management	0.0	[0]
01133374-a	diabolical	0.0	[0]
01133374-a	devilish	-63.75	[-45.5, -82.0]
01133825-v	fire	-44.0	[-34.0, -34.0, -64.0]
01134238-v	discharge	0.0	[0.0]
01134238-v	fire	-34.0	[-34.0, -34.0]
01134781-v	shoot	-42.666666666666664	[-64.0, -64.0, 0]
01134861-n	treatment	-16.0	[0.0, -32.0]
01135783-v	fire	0.0	[0]
01135952-n	administration	0.0	[0]
01137138-v	shoot	-40.0	[-64.0, -34.0, -34.0, -34.0, -34.0]
01137378-a	morose	-64.0	[-64.0]
01138204-v	lie in wait	0.0	[0]
01139636-n	name	0.0	[0, 0]
01143040-n	preparation	0.0	[0, 0]
01143266-v	poach	-35.5	[-35.5]
01143279-a	sudden	-7.636363636363637	[0, -34.0, 0, -34.0, 0, 0, 0, -16.0, 0, 0, 0]
01143838-v	hunt down	-24.0	[-24.0]
01144571-a	gentle	34.0	[34.0]
01145151-a	precipitous	-49.0	[-49.0]
01145359-n	restraint	0.0	[0]
01145422-a	sheer	-28.0	[-28.0]
01146051-v	strain	-34.0	[-34.0, -34.0]
01146920-a	glad	45.44444444444445	[34.0, 63.0, 39.333333333333336]
01147044-a	ungrateful	-34.0	[-34.0]
01148283-a	happy	70.28333333333333	[95.0, 64.0, 69.58333333333333, 58.583333333333336, 64.25]
01148961-v	side	0.0	[0.0]
01149050-a	bright	34.0	[34.0]
01149470-v	play	0.0	[0]
01149494-a	unhappy	-49.166666666666664	[-37.0, -46.5, -64.0]
01150475-a	sorry	-28.25	[-64.0, 0, 0, -41.5, -28.0, -36.0]
01151110-v	direct	0.0	[0]
01151740-a	firm	17.0	[0, 34.0]
01152746-a	soft	0.0	[0]
01153141-a	fleecy	34.0	[34.0]
01153486-v	avenge	-34.0	[-34.0]
01154351-a	woolly	0.0	[0]
01155090-v	overtake	0.0	[0, 0, 0, 0, 0]
01155354-a	hard	-28.5	[-28.5]
01156834-v	have	0.6	[0.6]
01157517-v	exhaust	-34.0	[-34.0]
